state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
ME,176,415,no,no,0,,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3.0,False
IA,45,510,no,no,0,,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2.0,False
TX,130,408,no,no,0,,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,,0.0,False
UT,139,415,no,no,0,,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1.0,False
SD,121,415,no,no,0,,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1.0,False
TX,73,408,no,no,0,,109,48.69,178.2,67,15.15,,152,9.64,10.7,14,2.89,1.0,True
MA,62,415,yes,no,0,,86,27.15,197.5,76,16.79,,105,5.47,13.9,6,3.75,0.0,True
OH,137,408,no,no,0,,90,24.48,181.6,100,15.44,,93,5.76,12.3,2,3.32,0.0,False
MS,68,415,no,yes,34,,72,27.2,184.5,119,15.68,,101,9.37,6.1,10,,1.0,False
NY,147,510,no,yes,33,,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,,3.0,False
AK,120,415,no,no,0,,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1.0,False
MD,176,408,no,no,0,,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1.0,False
MN,163,408,no,yes,22,,91,36.57,138.9,102,11.81,,109,6.58,12.4,2,3.35,2.0,False
ME,75,408,yes,no,0,,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4.0,True
NC,83,510,no,yes,36,,87,16.3,261.6,105,22.24,,109,10.29,13.3,4,3.59,0.0,False
OK,177,408,no,no,0,,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1.0,False
KS,131,415,no,yes,28,,87,42.43,227.2,138,19.31,,92,10.8,7.6,3,,3.0,False
WI,162,408,no,no,0,,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3.0,False
MN,138,415,no,no,0,,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,,5.0,False
DE,147,510,no,no,0,,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2.0,False
TX,90,415,no,no,0,,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2.0,False
DC,148,415,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,,2.0,False
MA,40,408,no,yes,31,,69,38.2,134.5,81,11.43,,104,5.41,7.5,5,2.03,1.0,True
AL,32,510,no,no,0,,87,39.25,187.4,90,15.93,,53,6.93,6.3,2,,0.0,False
MI,63,510,no,no,0,,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0.0,False
VA,115,415,no,no,0,,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3.0,False
AL,148,415,no,yes,21,,135,44.69,149.5,96,12.71,,109,6.32,8.1,4,2.19,1.0,False
WI,153,510,no,no,0,,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1.0,True
MD,112,415,no,no,0,,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1.0,False
MD,160,415,no,no,0,,111,43.52,187.4,61,15.93,,81,5.36,11.5,4,3.11,3.0,False
MI,70,510,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,,1.0,False
FL,58,510,no,no,0,234.8,89,39.92,106.8,131,9.08,,122,8.03,9.9,6,2.67,0.0,False
MN,92,510,no,no,0,,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1.0,False
NE,126,415,no,no,0,,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3.0,True
LA,13,415,no,no,0,,121,9.93,262.2,64,22.29,,115,7.15,11.9,5,3.21,1.0,False
RI,87,510,yes,no,0,,80,22.81,165.0,71,14.03,,102,7.79,10.7,5,2.89,0.0,False
IA,98,510,no,yes,21,,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4.0,False
MO,101,415,no,yes,29,,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,,0.0,False
HI,70,415,no,no,0,,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1.0,False
WV,82,408,no,no,0,,116,24.43,170.7,99,14.51,,95,12.95,7.8,5,2.11,1.0,False
LA,162,510,no,yes,33,,139,31.37,183.2,78,15.57,,106,5.73,12.3,6,3.32,0.0,False
NY,137,415,yes,no,0,,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,,2.0,False
DE,51,510,no,no,0,,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1.0,False
MD,102,415,no,no,0,,56,22.02,354.2,118,30.11,,93,6.55,10.9,3,2.94,1.0,False
CT,67,415,no,no,0,,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0.0,False
CT,163,408,no,yes,40,,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,,2.0,False
GA,18,408,no,no,0,,97,33.49,203.7,107,17.31,,105,9.09,8.7,3,2.35,3.0,False
OR,49,510,no,no,0,,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2.0,False
CA,75,510,no,yes,38,,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,,3.0,False
FL,22,415,no,no,0,,108,30.91,198.6,148,16.88,,96,9.3,9.3,3,2.51,2.0,False
TN,70,510,no,no,0,,99,21.47,141.6,106,12.04,,96,11.52,9.6,2,2.59,0.0,False
WV,95,415,no,no,0,,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1.0,False
VT,131,415,no,yes,34,,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1.0,False
AL,111,510,no,no,0,,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0.0,False
WA,161,415,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1.0,False
KS,167,415,no,no,0,,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4.0,True
TX,90,415,yes,yes,26,,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0.0,True
WV,44,510,no,no,0,,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2.0,True
SD,103,510,no,no,0,,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3.0,False
OH,114,415,no,no,0,,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0.0,False
HI,157,415,no,no,0,,95,46.95,165.8,119,14.09,,79,6.82,2.2,4,0.59,3.0,False
UT,68,415,no,no,0,,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1.0,True
NH,161,415,no,no,0,,100,29.48,213.7,74,18.16,,69,6.37,11.5,4,3.11,1.0,False
AR,122,415,yes,no,0,,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,,1.0,False
MN,85,415,no,no,0,255.3,114,43.4,194.6,83,16.54,,78,12.45,3.7,5,1.0,3.0,False
OH,102,415,no,no,0,,125,19.52,81.9,126,6.96,,101,13.69,12.0,4,3.24,0.0,False
NE,148,415,no,no,0,,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1.0,False
HI,87,408,no,yes,28,,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0.0,False
VA,77,510,no,no,0,,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2.0,False
WV,23,510,no,yes,31,,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1.0,False
IA,134,415,no,yes,32,,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,,0.0,False
MI,102,510,no,no,0,,89,17.44,246.0,77,20.91,,140,7.67,9.1,4,,2.0,False
IA,118,415,no,no,0,,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,,1.0,False
MN,145,408,no,no,0,,137,41.09,135.8,100,11.54,,123,12.49,13.1,3,3.54,0.0,False
KY,104,415,no,no,0,,77,22.19,131.2,117,11.15,,63,11.91,13.0,6,3.51,0.0,False
SC,130,415,no,no,0,,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0.0,True
MA,132,415,no,yes,25,,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2.0,False
ID,144,415,no,yes,33,,87,42.77,197.6,118,16.8,,97,9.41,12.2,3,3.29,2.0,False
MO,112,510,no,yes,36,,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2.0,False
VT,122,415,no,no,0,,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,,0.0,False
KS,117,415,no,no,0,,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1.0,False
NY,112,415,no,no,0,,123,29.63,140.2,124,11.92,215.4,89,9.69,9.0,6,2.43,4.0,True
NE,147,415,no,yes,38,,126,41.38,273.8,109,23.27,,91,12.73,14.1,8,3.81,2.0,False
PA,69,415,no,no,0,,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3.0,False
TN,130,408,no,no,0,,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,,0.0,False
ID,60,510,no,no,0,,106,37.59,178.6,48,15.18,,90,9.12,7.4,3,2.0,1.0,False
MN,38,510,no,no,0,,109,29.87,211.8,97,18.0,,109,6.21,9.2,3,2.48,5.0,True
NY,116,510,no,no,0,,128,15.22,180.8,137,15.37,,94,8.69,14.0,3,3.78,2.0,False
UT,91,415,no,yes,34,,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,,1.0,False
TX,130,415,no,no,0,,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1.0,False
FL,97,415,no,yes,28,,97,34.39,69.2,84,5.88,,64,11.59,6.7,3,1.81,1.0,False
HI,105,415,no,no,0,,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4.0,False
NV,22,510,no,no,0,,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1.0,False
ME,97,510,no,no,0,,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4.0,True
NV,113,510,no,no,0,,108,41.7,259.9,140,22.09,,115,9.19,10.7,2,,3.0,True
WV,139,415,no,no,0,,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2.0,False
MI,126,415,yes,yes,26,,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1.0,False
VT,101,510,no,no,0,,0,0.0,192.1,119,16.33,,95,7.6,7.2,4,,1.0,False
CO,65,510,no,no,0,,53,27.0,188.5,132,16.02,,87,8.52,9.8,4,2.65,2.0,False
NE,73,415,no,no,0,,94,33.71,279.3,101,23.74,,87,6.58,14.8,8,4.0,3.0,False
AL,95,408,no,no,0,,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0.0,False
KY,122,408,no,yes,27,,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7.0,False
MS,73,415,no,yes,31,82.3,105,13.99,256.1,91,21.77,,98,10.33,11.8,2,3.19,6.0,True
WI,101,415,no,no,0,,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3.0,False
NJ,53,408,no,no,0,,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9.0,True
HI,106,415,no,no,0,,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2.0,False
MN,152,415,no,no,0,,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,,1.0,True
TN,3,510,yes,no,0,,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,,1.0,False
NJ,151,415,no,no,0,,128,20.21,278.3,65,23.66,,61,8.77,13.2,10,3.56,2.0,False
NH,146,510,no,no,0,,77,19.65,213.6,100,18.16,,72,9.83,10.7,6,2.89,1.0,False
WA,56,408,no,no,0,,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1.0,False
NM,153,408,no,no,0,,127,31.5,208.0,73,17.68,,124,9.27,15.1,3,4.08,1.0,False
IL,71,415,no,no,0,,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1.0,False
NJ,64,510,no,no,0,,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1.0,False
KS,138,510,no,yes,26,,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,,1.0,False
ME,23,510,no,no,0,,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1.0,True
AL,102,415,no,no,0,123.1,106,20.93,182.0,102,15.47,,75,11.01,12.6,7,3.4,2.0,False
TX,97,510,no,no,0,,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3.0,False
AR,36,415,no,no,0,,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0.0,False
MA,103,415,no,no,0,,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2.0,False
MI,81,415,no,no,0,,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2.0,False
HI,86,408,no,yes,21,,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0.0,False
IN,87,510,no,no,0,,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1.0,False
AL,106,415,no,no,0,,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3.0,False
WA,82,510,no,no,0,,122,45.08,178.7,102,15.19,,90,7.86,10.7,9,2.89,2.0,False
CO,157,415,no,no,0,,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1.0,False
SC,107,415,no,no,0,,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0.0,False
IN,105,510,no,yes,42,,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,,0.0,False
SC,138,510,no,yes,21,,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0.0,False
VA,210,408,no,no,0,,121,17.78,149.5,71,12.71,,67,11.48,6.5,8,1.76,2.0,False
CA,93,415,no,yes,36,,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2.0,False
OH,83,415,no,yes,25,,95,32.52,250.7,136,21.31,,86,11.22,17.6,5,4.75,2.0,False
OR,155,408,no,yes,30,,86,21.85,188.4,91,16.01,,85,11.45,6.8,6,1.84,1.0,False
CO,60,408,no,no,0,,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3.0,False
MA,77,408,no,yes,17,,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0.0,False
KY,21,415,no,no,0,,95,15.74,161.9,70,13.76,,78,12.83,11.3,3,3.05,5.0,True
OH,133,408,yes,no,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0.0,True
AL,125,408,no,no,0,,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2.0,False
IL,101,415,no,no,0,,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0.0,False
NH,130,408,no,no,0,,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0.0,False
CA,137,415,no,yes,22,,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2.0,False
SC,88,510,no,no,0,,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4.0,True
OR,177,408,no,no,0,,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2.0,False
OH,144,415,no,yes,18,,109,18.09,108.1,113,9.19,,111,9.38,10.1,5,2.73,1.0,False
MI,74,415,no,no,0,,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3.0,False
HI,101,415,no,no,0,,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4.0,False
WV,90,415,no,no,0,,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2.0,False
NY,111,415,no,no,0,,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0.0,False
NV,105,415,yes,no,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,,0.0,False
SD,85,408,no,no,0,,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0.0,False
IN,51,510,no,no,0,,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0.0,False
IA,100,408,no,no,0,,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4.0,False
ND,166,510,no,no,0,,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2.0,False
IL,74,510,no,yes,27,,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4.0,False
KS,110,415,yes,yes,27,,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1.0,True
CA,138,510,yes,no,0,,129,33.35,176.5,86,15.0,,108,10.46,15.2,1,,0.0,True
ME,82,510,no,yes,29,,111,35.22,254.1,137,21.6,,92,7.62,9.5,5,2.57,2.0,False
KY,108,408,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2.0,False
UT,110,408,no,no,0,,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1.0,False
UT,37,510,no,no,0,,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,,3.0,False
CT,87,415,no,no,0,,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,,0.0,True
WY,126,408,yes,no,0,,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2.0,False
MS,43,510,no,no,0,,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2.0,False
OR,165,415,no,no,0,,126,36.82,190.8,104,16.22,,123,10.11,12.4,8,3.35,0.0,False
MS,66,408,no,yes,32,,117,31.93,129.8,90,11.03,132.3,113,5.95,12.0,3,3.24,2.0,False
FL,108,510,no,no,0,,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3.0,False
ND,147,408,yes,yes,35,,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,,3.0,True
KY,115,510,no,no,0,,107,16.95,145.1,96,12.33,,99,6.72,14.1,4,3.81,2.0,False
WV,191,408,no,no,0,,104,27.54,241.2,120,20.5,,83,9.47,10.9,7,2.94,1.0,False
MI,81,415,yes,no,0,,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3.0,True
CA,75,415,no,yes,19,,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4.0,False
SC,99,510,yes,yes,39,,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0.0,False
LA,81,415,no,yes,36,,120,19.7,236.6,95,20.11,,90,11.48,11.7,6,3.16,3.0,False
PA,96,510,no,no,0,,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1.0,False
AK,78,510,no,no,0,,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2.0,False
ND,70,415,no,yes,31,,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,,1.0,False
OH,65,415,no,no,0,,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4.0,True
KY,71,415,no,no,0,,92,17.68,197.0,125,16.75,110.1,123,4.95,14.6,8,3.94,0.0,False
WV,59,510,no,no,0,,100,32.25,115.9,133,9.85,,115,9.93,7.4,4,2.0,0.0,False
MA,136,408,yes,no,0,,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3.0,True
CO,107,415,no,no,0,,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,,2.0,False
IL,55,415,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1.0,False
AL,85,408,no,yes,30,,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1.0,False
MN,53,415,no,yes,24,,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3.0,False
OK,93,415,no,yes,32,,120,19.87,232.4,97,19.75,127.7,112,5.75,11.0,9,2.97,0.0,False
HI,87,408,no,yes,28,,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1.0,False
WV,80,415,no,yes,38,,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2.0,False
WI,85,408,yes,no,0,,107,28.12,196.0,126,16.66,,110,15.71,9.6,7,2.59,2.0,False
CT,134,408,no,no,0,,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2.0,False
WI,96,510,no,yes,18,,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1.0,False
WA,83,415,no,no,0,,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3.0,False
NM,93,415,no,no,0,,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1.0,False
PA,171,415,no,yes,25,,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3.0,False
CT,73,415,no,yes,47,,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2.0,False
MA,66,415,no,no,0,,98,19.79,95.6,74,8.13,,94,8.17,10.5,3,2.84,3.0,False
VA,121,510,no,yes,28,,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2.0,False
IL,116,510,no,no,0,,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0.0,False
IL,90,415,no,yes,29,,106,31.55,219.7,113,18.67,,120,6.84,11.1,5,3.0,2.0,False
UT,126,408,no,no,0,,70,35.97,216.9,80,18.44,,60,6.91,7.8,1,2.11,1.0,False
MT,184,415,no,no,0,,73,40.19,287.3,120,24.42,,94,8.64,13.8,4,3.73,1.0,True
IA,73,415,no,no,0,,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1.0,False
ID,67,510,no,yes,30,,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2.0,False
NC,127,510,no,no,0,,79,22.93,221.5,114,18.83,113.8,118,5.12,15.0,2,4.05,1.0,False
KS,186,510,no,no,0,,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1.0,False
MT,131,415,no,yes,24,,60,23.1,233.2,78,19.82,,121,9.48,9.4,4,2.54,1.0,False
NV,91,408,no,no,0,,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0.0,False
IA,81,510,no,no,0,,89,34.6,289.6,69,24.62,,71,9.58,8.7,3,2.35,3.0,False
SD,144,408,no,yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2.0,True
WY,185,415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,,105,11.63,12.9,3,3.48,2.0,False
KS,105,415,yes,no,0,,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,,1.0,True
OR,116,415,yes,no,0,,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3.0,False
KY,43,408,no,no,0,,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,,4.0,False
IA,120,415,no,yes,33,,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0.0,False
NM,62,415,no,no,0,,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4.0,False
PA,124,415,no,no,0,,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0.0,False
IA,152,415,no,no,0,,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1.0,False
MN,84,415,no,no,0,,114,36.74,197.5,107,16.79,,104,9.8,9.8,3,2.65,1.0,False
GA,44,510,no,no,0,,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3.0,True
DC,45,415,no,no,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1.0,False
LA,99,415,no,no,0,,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,,1.0,False
KS,68,415,no,no,0,,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2.0,False
SC,90,408,no,yes,29,,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1.0,False
IA,113,408,no,no,0,,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1.0,False
VA,92,510,yes,no,0,,120,42.89,207.0,112,17.6,,95,12.81,12.0,5,,3.0,True
AK,141,408,no,no,0,,74,14.14,190.6,104,16.2,,79,6.77,10.7,7,,1.0,False
AL,197,415,yes,no,0,127.3,80,21.64,222.3,115,18.9,,95,7.83,13.7,5,3.7,5.0,True
WI,94,510,no,no,0,,112,30.11,194.0,112,16.49,,108,6.6,5.9,4,1.59,1.0,False
TX,19,510,no,yes,34,,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1.0,False
CO,141,415,no,yes,32,,91,25.26,131.1,97,11.14,,142,9.87,10.1,1,2.73,1.0,False
VT,120,415,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1.0,False
PA,101,415,no,no,0,206.6,105,35.12,224.9,117,19.12,,100,11.25,14.6,3,3.94,0.0,False
KY,119,510,no,no,0,,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1.0,False
VA,170,510,yes,no,0,,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3.0,False
MS,70,408,no,no,0,,110,25.23,267.1,90,22.7,,101,6.82,8.9,4,2.4,0.0,False
NJ,93,415,yes,yes,20,,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,,1.0,False
SD,78,408,no,no,0,,88,27.81,283.4,93,24.09,,108,11.79,8.6,9,2.32,0.0,False
MD,70,408,no,no,0,,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1.0,False
AL,47,408,no,yes,28,,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,2,2.11,1.0,False
CT,97,415,no,no,0,,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,,0.0,False
NE,127,510,yes,no,0,,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,,2.0,False
HI,111,408,no,yes,13,,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1.0,False
KS,159,415,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,,0.0,False
MA,90,408,no,no,0,,72,26.84,234.0,93,19.89,,86,9.45,12.2,5,,2.0,False
NM,147,408,yes,no,0,,113,31.25,164.7,110,14.0,,87,5.0,10.1,4,2.73,1.0,False
ID,116,510,yes,yes,29,,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3.0,True
NY,163,408,no,no,0,,77,42.11,269.5,108,22.91,,82,7.53,9.6,7,2.59,0.0,True
WV,54,510,no,yes,33,112.0,90,19.04,208.0,112,17.68,,83,6.76,11.3,4,3.05,2.0,False
MS,115,415,no,no,0,,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1.0,False
OK,100,415,no,no,0,203.1,96,34.53,217.0,126,18.45,,122,8.14,13.5,2,3.65,3.0,False
NV,42,415,no,no,0,,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1.0,True
WA,62,415,no,no,0,,98,17.0,173.5,95,14.75,,122,9.81,10.1,4,2.73,0.0,False
